condition,layer,token_slot,mean_logprob,std_logprob,mean_prob,std_prob,count
caption,10,vision_half1,-11.048591718673705,1.299620011454943,3.268054222216872e-05,4.0040424075772135e-05,100
caption,10,vision_half2,-11.154183979034423,1.3161615504492306,3.009695518940185e-05,3.7771431351760186e-05,100
caption,11,A_content,-10.837955131530762,1.2675379362208448,3.990594689051774e-05,5.2165441796882206e-05,100
caption,11,B_content,-10.734617209434509,1.2731702521035229,4.4074753345860844e-05,5.896621022958056e-05,100
caption,11,none,-10.578533430099487,1.2412455979114636,4.868973315959693e-05,5.6418048079839115e-05,100
caption,11,user,-12.08635111808777,1.2804781776514989,1.3564927051747393e-05,2.5369444753988125e-05,100
caption,11,user_text,-11.955624284744262,1.332964179666942,1.626463449034715e-05,3.0197574433137852e-05,100
caption,11,vision,-10.351162185668946,1.2037598587128115,5.880350628028603e-05,6.651991532849582e-05,100
caption,11,vision_half1,-10.521291151046753,1.2334895086185025,5.115215904402447e-05,5.941026691397371e-05,100
caption,11,vision_half2,-10.574840154647827,1.2475396069957019,4.896679797670585e-05,5.6595355447180596e-05,100
caption,12,A_content,-10.676552095413207,1.1913482811719462,4.312589857962068e-05,5.060701323992621e-05,100
caption,12,B_content,-10.727011547088622,1.1859086160301302,3.9988032006432305e-05,4.761880859335134e-05,100
caption,12,none,-10.56579197883606,1.1604334405480694,4.553000356918697e-05,4.91685416640278e-05,100
caption,12,user,-12.073136959075928,1.2404289527626653,1.2496924451892897e-05,2.1475981452826995e-05,100
caption,12,user_text,-11.721100959777832,1.2785402322792883,1.808482994194721e-05,2.893578461065643e-05,100
caption,12,vision,-10.447768325805663,1.1500358117901188,5.0638017864767e-05,5.427630906463645e-05,100
caption,12,vision_half1,-10.494365577697755,1.157823252262056,4.8723327121597565e-05,5.302875073140701e-05,100
caption,12,vision_half2,-10.592872161865234,1.169641044288706,4.4562671834761215e-05,4.812253617476665e-05,100
caption,13,A_content,-11.016151723861695,1.2393013767754721,3.29123125050611e-05,4.17421366969384e-05,100
caption,13,B_content,-11.173349342346192,1.1900510782675293,2.5840288895265413e-05,3.139959128645717e-05,100
caption,13,none,-11.092908124923706,1.213730666271088,2.804013834259276e-05,3.099811667014353e-05,100
caption,13,user,-12.400858602523805,1.228953602248394,9.129843727758224e-06,1.6291836536612408e-05,100
caption,13,user_text,-12.112909603118897,1.3166229155448435,1.2676637853983228e-05,2.08576666172876e-05,100
caption,13,vision,-10.92186601638794,1.1701502227853948,3.242482650949847e-05,3.652120682903938e-05,100
caption,13,vision_half1,-10.998343133926392,1.2049963668516308,3.064130735682852e-05,3.40896444102411e-05,100
caption,13,vision_half2,-11.12034094810486,1.2204272219410657,2.752192010946712e-05,3.074862388464124e-05,100
caption,14,A_content,-10.835989294052125,1.2115140151573192,3.945209276773015e-05,5.255046603528329e-05,100
caption,14,B_content,-10.802176322937012,1.226970203212696,3.937049704841731e-05,4.826363664021505e-05,100
caption,14,none,-10.80174129486084,1.2578510910913763,4.027895902741492e-05,5.0616585843347756e-05,100
caption,14,user,-12.405022630691528,1.2724322555083318,9.263374660571496e-06,1.558862897302801e-05,100
caption,14,user_text,-12.00934585571289,1.2696868788239815,1.3438721662025164e-05,2.183751017664771e-05,100
caption,14,vision,-10.700552806854247,1.2668934866491992,4.552331710791728e-05,6.216009988494722e-05,100
caption,14,vision_half1,-10.705367088317871,1.2649322231030202,4.478565263334476e-05,5.8513449807874094e-05,100
caption,14,vision_half2,-10.842891311645507,1.2736703235659128,3.920919918669543e-05,4.999040358616995e-05,100
caption,15,A_content,-10.99270269393921,1.1467944682543698,3.059897195543383e-05,3.6196335486957276e-05,100
caption,15,B_content,-11.197791852951049,1.1544063847325956,2.4196402669709608e-05,2.5903841005752743e-05,100
caption,15,none,-11.055509796142578,1.1867427663955026,2.8770284378675875e-05,3.214790671684624e-05,100
caption,15,user,-12.803629341125488,1.2680250256005798,6.215897780587033e-06,1.0342423327607286e-05,100
caption,15,user_text,-12.409937591552735,1.2383274587455961,8.61914424234325e-06,1.4268156153944575e-05,100
caption,15,vision,-10.893081407546997,1.1901660978225173,3.453793411141382e-05,4.266140902304952e-05,100
caption,15,vision_half1,-10.946971197128295,1.1891496194952575,3.2226340281124065e-05,3.7175581243215114e-05,100
caption,15,vision_half2,-11.096589269638061,1.1915693195309565,2.7697817802282974e-05,3.084953921149876e-05,100
caption,16,A_content,-10.893522453308105,1.135636019974608,3.3732286531566325e-05,4.102787832248932e-05,100
caption,16,B_content,-11.079456043243407,1.1489688611092306,2.7645509586438524e-05,3.135586014981087e-05,100
caption,16,none,-10.871252422332764,1.1824842651939036,3.5673994338951186e-05,4.440491170175633e-05,100
caption,16,user,-13.22061471939087,1.3933665638700663,4.65718416500361e-06,7.658815932607312e-06,100
caption,16,user_text,-12.657390451431274,1.3322919285294594,7.088914912893658e-06,1.0370819290509867e-05,100
caption,16,vision,-10.635555219650268,1.1730794717247184,4.565713270292575e-05,6.42751403559125e-05,100
caption,16,vision_half1,-10.759180717468261,1.1804578288661947,3.996840575195624e-05,5.174374060609494e-05,100
caption,16,vision_half2,-10.912026853561402,1.1801654932441148,3.406217626609703e-05,4.2092095286544825e-05,100
caption,17,A_content,-10.482053499221802,1.1303490981717859,4.9867181790834836e-05,5.830544883234159e-05,100
caption,17,B_content,-10.703838911056518,1.1859956566388203,4.381325914879638e-05,6.068479303609008e-05,100
caption,17,none,-10.446196789741515,1.187740917598663,5.559731668941482e-05,7.212770552947739e-05,100
caption,17,user,-13.002184944152832,1.403705024960899,5.999874392967128e-06,1.0711196278257419e-05,100
caption,17,user_text,-12.260260887145996,1.246792780105554,9.667956352556313e-06,1.2558935840378987e-05,100
caption,17,vision,-10.345437574386597,1.2161655649896035,6.526276428383387e-05,9.737314831784011e-05,100
caption,17,vision_half1,-10.365014028549194,1.2020941166783456,6.12267294762922e-05,8.210313588416718e-05,100
caption,17,vision_half2,-10.485967693328858,1.186140713370783,5.358594465940572e-05,6.993253930620254e-05,100
caption,18,A_content,-10.695070972442627,1.2336214046118539,4.465926407759065e-05,5.9030122401619496e-05,100
caption,18,B_content,-10.903357601165771,1.2436289887535474,3.6460612301321475e-05,5.001986210467539e-05,100
caption,18,none,-10.655382738113403,1.1894877922893239,4.6425567451058225e-05,6.709248975529883e-05,100
caption,18,user,-13.277099523544312,1.4775080222249304,4.928219729645919e-06,8.494043600792476e-06,100
caption,18,user_text,-12.450278949737548,1.347769627968499,9.114598729698498e-06,1.3239737611885824e-05,100
caption,18,vision,-10.55685809135437,1.2105051134729095,5.372382759198031e-05,8.484081798477561e-05,100
caption,18,vision_half1,-10.57552131652832,1.2046694647178706,5.113925453343101e-05,7.607018604728196e-05,100
caption,18,vision_half2,-10.686291933059692,1.18844140920754,4.491609303249934e-05,6.370234182153446e-05,100
caption,19,A_content,-10.566858830451965,1.3409967163805538,5.736585214720988e-05,8.290875299819231e-05,100
caption,19,B_content,-10.763954133987427,1.3329450676703385,4.958484237802967e-05,8.217995213845708e-05,100
caption,19,none,-10.773610105514527,1.3080956220674533,4.7945983945988484e-05,7.673605842113424e-05,100
caption,19,user,-12.745235385894775,1.6145293436381967,1.0383443357379557e-05,1.9786603179272622e-05,100
caption,19,user_text,-11.749773902893066,1.4260651912930276,2.1340912199517473e-05,4.103739559952623e-05,100
caption,19,vision,-10.710853643417359,1.32263432943459,5.377060157664205e-05,9.284483688166169e-05,100
caption,19,vision_half1,-10.714024448394776,1.3203262879466526,5.221703933911472e-05,8.701988035072652e-05,100
caption,19,vision_half2,-10.831023411750794,1.323780414784689,4.615420897542701e-05,7.409264139756651e-05,100
caption,20,A_content,-9.79865683555603,1.3250784004041969,0.0001266030463509027,0.0002002322089863185,100
caption,20,B_content,-10.202462344169616,1.3622002163421014,0.00010111327818031994,0.00021568701996982348,100
caption,20,none,-10.270489621162415,1.371932886773447,8.727562294770345e-05,0.00015615885669095604,100
caption,20,user,-11.926496753692627,1.461379550021858,1.98664686051748e-05,4.093289303926519e-05,100
caption,20,user_text,-10.951145191192627,1.4675064557467636,4.763079926859146e-05,8.973087690497227e-05,100
caption,20,vision,-10.126905727386475,1.361024873390452,0.00010272675707334185,0.00019619704519391597,100
caption,20,vision_half1,-10.204299674034118,1.3754213690736936,9.464760658554182e-05,0.00017579656454566248,100
caption,20,vision_half2,-10.299620757102966,1.3820544058487345,8.585119598904597e-05,0.0001545447477685101,100
caption,21,A_content,-9.56490339756012,1.406650747602278,0.00016208200836392438,0.00022034327160853657,100
